[11:05:58.321] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:29:43.711] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:11.225] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:11.232] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:30:11.234] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:18.851] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:18.857] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:30:18.857] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:29.007] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:29.015] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:30:29.017] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:54.800] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:30:54.806] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:30:54.808] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:04.344] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:04.347] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:31:04.348] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:14.173] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:14.180] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:31:14.183] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:40.347] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:40.353] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:31:40.355] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:48.236] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:31:48.238] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:31:48.241] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:04.266] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:04.269] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:32:04.270] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:13.255] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:13.259] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:32:13.261] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:41.296] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:41.301] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:32:41.303] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:50.228] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:50.232] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:32:50.233] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:58.824] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:32:58.828] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:32:58.830] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:25.095] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:25.098] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:33:25.100] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:33.693] INFO  🔵 SQL | 3 ms | select * from `expense_dev`.`users` where 1=0
[11:33:33.700] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:33:33.703] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:47.931] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:47.936] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:33:47.938] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:59.351] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:33:59.355] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:33:59.358] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:13.519] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:13.524] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:36:13.525] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:23.001] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:23.005] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:36:23.007] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:40.879] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`users` where 1=0
[11:36:40.890] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:36:40.891] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:36:53.747] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`users` where 1=0
[11:36:53.750] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:36:53.752] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:14.502] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:14.504] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:37:14.506] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:24.924] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:24.929] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:37:24.931] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:42.580] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:42.584] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:37:42.584] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:53.780] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:37:53.780] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:37:53.780] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:09.656] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:09.664] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:38:09.664] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:28.500] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:28.504] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:38:28.509] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`users` where 1=0
[11:38:40.269] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:40.277] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:38:40.279] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:57.262] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:38:57.267] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:38:57.269] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:10.351] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:10.357] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:39:10.358] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:23.322] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:23.333] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:39:23.333] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:43.161] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:43.167] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:39:43.167] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:54.062] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:39:54.067] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:39:54.068] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:13.677] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:13.682] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:40:13.686] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:24.080] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:24.080] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:40:24.080] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:44.258] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`users` where 1=0
[11:40:44.265] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:40:44.269] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:56.583] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:40:56.589] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:40:56.593] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:16.019] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:16.023] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:41:16.025] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:28.675] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:28.678] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:41:28.680] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:44.172] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:44.175] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:41:44.177] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:56.073] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[11:41:56.078] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[11:41:56.081] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[19:13:50.878] INFO  🔵 SQL | 13 ms | create table category ( id varchar(36) not null, created_at datetime(6) not null, category_name varchar(30) not null, user_id varchar(36) not null, primary key (id), check (CHAR_LENGTH(category_name) > 2 AND CHAR_LENGTH(category_name) <= 30) ) engine=InnoDB
[19:13:50.899] INFO  🔵 SQL | 16 ms | create table expenses ( id varchar(36) not null, created_at datetime(6) not null, amount decimal(10,2) not null, category_id varchar(255) not null, description varchar(100) not null, expense_date_time datetime(6) not null, primary key (id) ) engine=InnoDB
[19:13:50.912] INFO  🔵 SQL | 13 ms | create table users ( id varchar(36) not null, created_at datetime(6) not null, email varchar(100) not null, income_limit decimal(19,2), name varchar(255) not null, password varchar(255) not null, role varchar(255) not null, primary key (id) ) engine=InnoDB
[19:13:50.935] INFO  🔵 SQL | 21 ms | alter table category drop index UKt8pi2cjtplbos9g0vvnmdfovn
[19:13:50.949] INFO  🔵 SQL | 12 ms | alter table category add constraint UKt8pi2cjtplbos9g0vvnmdfovn unique (user_id, category_name)
[19:13:50.950] INFO  🔵 SQL | 1 ms | alter table users drop index UK6dotkott2kjsp8vw4d0m25fb7
[19:13:50.962] INFO  🔵 SQL | 11 ms | alter table users add constraint UK6dotkott2kjsp8vw4d0m25fb7 unique (email)
[19:13:51.030] INFO  🔵 SQL | 66 ms | alter table category add constraint FK7ffrpnxaflomhdh0qfk2jcndo foreign key (user_id) references users (id)
[19:13:51.081] INFO  🔵 SQL | 51 ms | alter table expenses add constraint FKg37g4b5wtu8ab4oq2rpmfagmg foreign key (category_id) references category (id)
[22:01:17.997] INFO  🔵 SQL | 3 ms | select * from `expense_dev`.`users` where 1=0
[22:01:18.007] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[22:02:18.317] INFO  🔵 SQL | 2 ms | select * from `expense_dev`.`users` where 1=0
[22:02:18.332] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[22:06:48.055] INFO  🔵 SQL | 2 ms | select * from `expense_dev`.`users` where 1=0
[22:06:48.063] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[22:13:21.429] INFO  🔵 SQL | 5 ms | select * from `expense_dev`.`users` where 1=0
[22:13:21.429] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:04:58.470] INFO  🔵 SQL | 1 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:05:18.876] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:05:18.980] INFO  🔵 SQL | 4 ms | insert into users (created_at,email,income_limit,name,password,role,id) values ('2025-09-23T23:05:18.946+0530','test@gmail.com',0,'test','$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq','USER','199def9b-e516-43e0-b02b-f1aad32a813e')
[23:05:23.443] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:05:23.443] INFO  
[23:05:23.447] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 0.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:05:28.778] INFO  🔵 SQL | 1 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:05:28.778] INFO  
[23:05:28.778] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 0.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:06:10.128] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:06:10.129] INFO  
[23:06:10.130] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 0.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:07:23.037] INFO  🔵 SQL | 2 ms | select * from `expense_dev`.`users` where 1=0
[23:07:23.046] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:07:27.563] INFO  🔵 SQL | 1 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:07:27.578] INFO  
[23:07:27.591] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 0.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:07:27.703] INFO  🔵 SQL | 1 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:07:27.704] INFO  
[23:07:27.704] INFO  ⚪ RESULTSET | 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 0.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:07:27.740] INFO  🔵 SQL | 4 ms | update users set created_at='2025-09-23T23:05:18.946+0530',email='test@gmail.com',income_limit=20000,name='test',password='$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq',role='USER' where id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:07:31.006] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:07:31.007] INFO  
[23:07:31.007] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:07:43.963] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:07:43.963] INFO  
[23:07:43.963] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:10:46.788] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:10:46.789] INFO  
[23:10:46.791] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:10:46.804] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:10:50.327] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:10:50.332] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:11:00.924] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:11:00.929] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:11:24.686] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:11:24.686] INFO  
[23:11:24.687] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:11:24.699] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.category_name='food' and c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:11:24.708] INFO  🔵 SQL | 0 ms | select null,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:11:24.709] INFO  
[23:11:24.710] INFO  ⚪ RESULTSET | 1 = 0, 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:11:24.715] INFO  🔵 SQL | 0 ms | insert into category (category_name,created_at,user_id,id) values ('food','2025-09-23T23:11:24.702+0530','199def9b-e516-43e0-b02b-f1aad32a813e','2ca4be37-5633-4c72-9245-deabdd0c033d')
[23:12:58.623] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:12:58.623] INFO  
[23:12:58.623] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:12:58.631] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.category_name='food' and c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:12:58.631] INFO  
[23:12:58.635] INFO  ⚪ RESULTSET | 1 = '2ca4be37-5633-4c72-9245-deabdd0c033d', 4 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = 'food', 3 = '2025-09-23T23:11:24.702+0530'
[23:13:06.358] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:13:06.358] INFO  
[23:13:06.358] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:13:06.367] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.category_name='trip' and c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:13:06.368] INFO  🔵 SQL | 0 ms | select null,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:13:06.370] INFO  
[23:13:06.370] INFO  ⚪ RESULTSET | 1 = 0, 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:13:06.372] INFO  🔵 SQL | 0 ms | insert into category (category_name,created_at,user_id,id) values ('trip','2025-09-23T23:13:06.368+0530','199def9b-e516-43e0-b02b-f1aad32a813e','227240d8-0094-47e2-9313-9e30870b478a')
[23:20:45.994] INFO  🔵 SQL | 2 ms | select * from `expense_dev`.`users` where 1=0
[23:20:46.002] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`category` where 1=0
[23:20:54.644] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:20:54.664] INFO  
[23:20:54.673] INFO  ⚪ RESULTSET | 1 = '199def9b-e516-43e0-b02b-f1aad32a813e', 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:20:54.760] INFO  🔵 SQL | 0 ms | select c1_0.id,c1_0.category_name,c1_0.created_at,c1_0.user_id from category c1_0 where c1_0.category_name='clothes' and c1_0.user_id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:20:54.783] INFO  🔵 SQL | 1 ms | select null,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.id='199def9b-e516-43e0-b02b-f1aad32a813e'
[23:20:54.783] INFO  
[23:20:54.784] INFO  ⚪ RESULTSET | 1 = 0, 2 = '2025-09-23T23:05:18.946+0530', 3 = 'test@gmail.com', 4 = 20000.00, 5 = 'test', 6 = '$2a$10$pbpBn4kewHuyTDekSPkE.ulxs3ktp7PpR3x.BpdEsdR8yXeHKfaEq', 7 = 'USER'
[23:20:54.804] INFO  🔵 SQL | 2 ms | insert into category (category_name,created_at,user_id,id) values ('clothes','2025-09-23T23:20:54.774+0530','199def9b-e516-43e0-b02b-f1aad32a813e','37369cbc-e229-4c5e-939f-df825ba8399d')
[23:21:28.596] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:21:28.603] INFO  🔵 SQL | 1 ms | select * from `expense_dev`.`category` where 1=0
[23:21:30.974] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`users` where 1=0
[23:21:30.982] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:24:34.640] INFO  🔵 SQL | 3 ms | select * from `expense_dev`.`users` where 1=0
[23:24:34.650] INFO  🔵 SQL | 0 ms | select * from `expense_dev`.`category` where 1=0
[23:24:42.380] INFO  🔵 SQL | 0 ms | select u1_0.id,u1_0.created_at,u1_0.email,u1_0.income_limit,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email='test@gmail.com'
[23:24:42.395] INFO  
